SCALERANK,NAME,SOV0NAME,SOV_A3,ADM0NAME,ADM0_A3,ADM1NAME,ISO_A2,LATITUDE,LONGITUDE,POP_MAX,POP_MIN
8,Waukesha,United States,USA,United States of America,USA,Wisconsin,US,43.0116498,-88.23136926,249912,68112
8,Dangriga,Belize,BLZ,Belize,BLZ,Stann Creek,BZ,16.97003522,-88.22000045,10750,6262
7,Urbana,United States,USA,United States of America,USA,Illinois,US,40.10999229,-88.20418746,144074,39511
7,Valladolid,Mexico,MEX,Mexico,MEX,Yucatán,MX,20.67040367,-88.20000167,48479,39663
7,Belize City,Belize,BLZ,Belize,BLZ,Belize,BZ,17.49871096,-88.18837447,63028,61461
8,San Miguel,El Salvador,SLV,El Salvador,SLV,San Miguel,SV,13.48334881,-88.18333602,201563,161880
7,West Bend,United States,USA,United States of America,USA,Wisconsin,US,43.42570721,-88.18333602,34530,29431
10,La Esperanza,Honduras,HND,Honduras,HND,Intibucá,HN,14.33300406,-88.16669954,5318,5318
7,Tizimín,Mexico,MEX,Mexico,MEX,Yucatán,MX,21.13042727,-88.14997888,41993,40652
8,Joliet,United States,USA,United States of America,USA,Illinois,US,41.52998313,-88.10667403,578460,147433
10,San Francisco Gotera,El Salvador,SLV,El Salvador,SLV,Morazán,SV,13.69999812,-88.10000052,16152,16152
8,Iron Mountain,United States,USA,United States of America,USA,Michigan,US,45.82246014,-88.06409265,16183,7839
7,Felipe Carrillo Puerto,Mexico,MEX,Mexico,MEX,Quintana Roo,MX,19.58039268,-88.04998499,24807,23109
6,Mobile,United States,USA,United States of America,USA,Alabama,US,30.68002525,-88.04998499,253466,190274
6,San Pedro Sula,Honduras,HND,Honduras,HND,Cortés,HN,15.50002159,-88.02998621,680091,489466
6,Green Bay,United States,USA,United States of America,USA,Wisconsin,US,44.5299809,-88.00001388,198611,101012
3,Milwaukee,United States,USA,United States of America,USA,Wisconsin,US,43.05265505,-87.91996708,1388000,579180
6,Lansdowne House,Canada,CAN,Canada,CAN,Ontario,CA,52.21664349,-87.88332849,120,120
7,Kankakee,United States,USA,United States of America,USA,Illinois,US,41.12036989,-87.86110763,69608,26623
7,Waukegan,United States,USA,United States of America,USA,Illinois,US,42.36404075,-87.8447262,200000,89078
10,La Unión,El Salvador,SLV,El Salvador,SLV,La Unión,SV,13.33199704,-87.83900052,26807,26807
7,Racine,United States,USA,United States of America,USA,Wisconsin,US,42.72771364,-87.81183415,131654,79263
1,Chicago,United States,USA,United States of America,USA,Illinois,US,41.82999066,-87.75005497,8990000,2841952
8,Sheboygan,United States,USA,United States of America,USA,Wisconsin,US,43.75082949,-87.71442407,53705,48591
8,Evanston,United States,USA,United States of America,USA,Illinois,US,42.04834943,-87.69995467,350000,74486
10,La Paz,Honduras,HND,Honduras,HND,La Paz,HN,14.31999903,-87.68400257,17555,17555
8,Florence,United States,USA,United States of America,USA,Alabama,US,34.79969627,-87.67724288,45349,36264
7,Comayagua,Honduras,HND,Honduras,HND,Comayagua,HN,14.46039512,-87.64998356,71142,58784
3,Fort Severn,Canada,CAN,Canada,CAN,Ontario,CA,55.98333864,-87.64998356,125,125
7,Marinette,United States,USA,United States of America,USA,Wisconsin,US,45.10038535,-87.63047571,27169,11171
6,Evansville,United States,USA,United States of America,USA,Indiana,US,37.97469627,-87.5558291,174102,115474
7,Tuscaloosa,United States,USA,United States of America,USA,Alabama,US,33.22511538,-87.54417607,121373,79816
8,Madisonville,United States,USA,United States of America,USA,Kentucky,US,37.33274579,-87.5022148,22294,19423
8,Nacaome,Honduras,HND,Honduras,HND,Valle,HN,13.5299868,-87.48996749,47000,13929
8,Hopkinsville,United States,USA,United States of America,USA,Kentucky,US,36.86548749,-87.4886239,35604,27656
8,Terre Haute,United States,USA,United States of America,USA,Indiana,US,39.46664654,-87.41387394,73236,57063
7,Marquette,United States,USA,United States of America,USA,Michigan,US,46.54673118,-87.40658757,26591,20831
7,Clarksville,United States,USA,United States of America,USA,Tennessee,US,36.5300816,-87.35943282,132536,111694
7,Gary,United States,USA,United States of America,USA,Indiana,US,41.58039349,-87.33000309,591180,80294
10,Yoro,Honduras,HND,Honduras,HND,Yoro,HN,15.05999711,-87.29000054,15774,15774
3,Tegucigalpa,Honduras,HND,Honduras,HND,Francisco Morazán,HN,14.1020449,-87.21752934,946000,850848
6,Pensacola,United States,USA,United States of America,USA,Florida,US,30.42112632,-87.21693506,234384,56255
7,Choluteca,Honduras,HND,Honduras,HND,Choluteca,HN,13.30067263,-87.19081262,99429,75872
7,Chinandega,Nicaragua,NIC,Nicaragua,NIC,Chinandega,NI,12.63037762,-87.13004114,139023,126387
7,Owensboro,United States,USA,United States of America,USA,Kentucky,US,37.77457928,-87.11332381,67825,54478
7,Escanaba,United States,USA,United States of America,USA,Michigan,US,45.7456948,-87.06436039,17318,12622
8,Columbia,United States,USA,United States of America,USA,Tennessee,US,35.61499534,-87.03526656,116091,33641
7,Selma,United States,USA,United States of America,USA,Alabama,US,32.40756838,-87.0211589,20126,18980
8,Geraldton,Canada,CAN,Canada,CAN,Ontario,CA,49.71664105,-86.96664026,1290,1290
6,Cozumel,Mexico,MEX,Mexico,MEX,Quintana Roo,MX,20.51000002,-86.95000045,73934,61334
6,León,Nicaragua,NIC,Nicaragua,NIC,León,NI,12.43555747,-86.87943628,164441,144538
8,Lafayette,United States,USA,United States of America,USA,Indiana,US,40.41720868,-86.87824772,133977,62231
10,Yuscarán,Honduras,HND,Honduras,HND,El Paraíso,HN,13.94399699,-86.85099854,2371,2371
3,Cancún,Mexico,MEX,Mexico,MEX,Quintana Roo,MX,21.16995974,-86.83000777,542043,436862
6,Birmingham,United States,USA,United States of America,USA,Alabama,US,33.53000633,-86.82499516,1128047,212237
6,La Ceiba,Honduras,HND,Honduras,HND,Atlántida,HN,15.7631063,-86.79698653,145926,130218
3,Nashville,United States,USA,United States of America,USA,Tennessee,US,36.16997438,-86.77998499,877000,530852
7,Isla Mujeres,Mexico,MEX,Mexico,MEX,Quintana Roo,MX,21.20839057,-86.7114549,12491,12491
6,Huntsville,United States,USA,United States of America,USA,Alabama,US,34.71995953,-86.60999536,212733,158216
10,Somoto,Nicaragua,NIC,Nicaragua,NIC,Madriz,NI,13.47599712,-86.58299659,20316,20316
8,Crestview,United States,USA,United States of America,USA,Florida,US,30.75420677,-86.57260746,22403,16702
7,Bloomington,United States,USA,United States of America,USA,Indiana,US,39.16565716,-86.52640873,100310,71253
9,Roatán,Honduras,HND,Honduras,HND,Islas de la Bahía,HN,16.32999599,-86.51899761,7514,7514
10,Ocotal,Nicaragua,NIC,Nicaragua,NIC,Nueva Segovia,NI,13.62999605,-86.47299861,33928,33928
8,Benton Harbor,United States,USA,United States of America,USA,Michigan,US,42.11663983,-86.45419092,58382,10893
7,Bowling Green,United States,USA,United States of America,USA,Kentucky,US,36.99069948,-86.44364893,71140,51558
7,Murfreesboro,United States,USA,United States of America,USA,Tennessee,US,35.84596315,-86.39026717,115774,84700
7,Marathon,Canada,CAN,Canada,CAN,Ontario,CA,48.75039512,-86.36665104,4627,4627
8,Estelí,Nicaragua,NIC,Nicaragua,NIC,Estelí,NI,13.08998781,-86.35998478,107839,96422
3,Naujaat,Canada,CAN,Canada,CAN,Nunavut,CA,66.52946689,-86.28293502,1000,748
4,Montgomery,United States,USA,United States of America,USA,Alabama,US,32.36160219,-86.27918868,198325,190658
3,Managua,Nicaragua,NIC,Nicaragua,NIC,Managua,NI,12.15301658,-86.26849166,920000,920000
8,South Bend,United States,USA,United States of America,USA,Indiana,US,41.68330711,-86.25001734,239822,103760
7,Muskegon,United States,USA,United States of America,USA,Michigan,US,43.23458193,-86.24836369,101177,40112
7,Juticalpa,Honduras,HND,Honduras,HND,Olancho,HN,14.67040814,-86.22996688,37442,33686
9,Jinotepe,Nicaragua,NIC,Nicaragua,NIC,Carazo,NI,11.84599813,-86.19499748,29507,29507
4,Indianapolis,United States,USA,United States of America,USA,Indiana,US,39.74998842,-86.17004806,1436000,773283
7,Kokomo,United States,USA,United States of America,USA,Indiana,US,40.48676516,-86.13364201,61121,46227
9,Masaya,Nicaragua,NIC,Nicaragua,NIC,Masaya,NI,11.96900098,-86.09499852,130113,130113
7,Gadsden,United States,USA,United States of America,USA,Alabama,US,34.01455039,-86.00664718,41709,36821
9,Jinotega,Nicaragua,NIC,Nicaragua,NIC,Jinotega,NI,13.09100402,-86.00000362,51073,51073
8,Elkhart,United States,USA,United States of America,USA,Indiana,US,41.68294537,-85.96879419,149190,51400
7,Trujillo,Honduras,HND,Honduras,HND,Colón,HN,15.9103583,-85.9600092,9646,5087
7,Granada‎,Nicaragua,NIC,Nicaragua,NIC,Granada,NI,11.93372764,-85.94998397,105219,89409
7,Matagalpa,Nicaragua,NIC,Nicaragua,NIC,Matagalpa,NI,12.91707847,-85.91665267,109089,103940
8,San Juan del Sur,Nicaragua,NIC,Nicaragua,NIC,Nicaragua,NI,11.24999676,-85.86004114,7790,2274
7,Enterprise,United States,USA,United States of America,USA,Alabama,US,31.32781516,-85.84399561,24205,22572
8,New Albany,United States,USA,United States of America,USA,Indiana,US,38.3108773,-85.82128382,120625,36138
7,Rivas,Nicaragua,NIC,Nicaragua,NIC,Nicaragua,NI,11.44037274,-85.8199919,31941,30293
6,Louisville,United States,USA,United States of America,USA,Kentucky,US,38.22501691,-85.74870427,948000,243639
7,Grand Rapids,United States,USA,United States of America,USA,Michigan,US,42.96371991,-85.66994938,535829,188040
8,Boaco,Nicaragua,NIC,Nicaragua,NIC,Boaco,NI,12.46997398,-85.66000167,29046,14098
8,Marion,United States,USA,United States of America,USA,Indiana,US,40.55833701,-85.65917485,38297,30201
8,Panama City,United States,USA,United States of America,USA,Florida,US,30.15861005,-85.65527328,100072,37633
7,La Cruz,Costa Rica,CRI,Costa Rica,CRI,Guanacaste,CR,11.07042116,-85.6300035,4319,4276
7,Traverse City,United States,USA,United States of America,USA,Michigan,US,44.76844179,-85.62217452,43189,14425
7,Kalamazoo,United States,USA,United States of America,USA,Michigan,US,42.29215883,-85.58718958,183381,74138
8,Auburn,United States,USA,United States of America,USA,Alabama,US,32.60970074,-85.48083948,73929,49833
7,Liberia,Costa Rica,CRI,Costa Rica,CRI,Guanacaste,CR,10.63375531,-85.433323,45380,37696
7,Cadillac,United States,USA,United States of America,USA,Michigan,US,44.25121238,-85.41360844,14097,10258
7,Dothan,United States,USA,United States of America,USA,Alabama,US,31.22345461,-85.39058659,61741,61689
7,Muncie,United States,USA,United States of America,USA,Indiana,US,40.19375979,-85.38637496,85449,65327
8,Juigalpa,Nicaragua,NIC,Nicaragua,NIC,Chontales,NI,12.10999595,-85.37996708,54731,16171
6,Chattanooga,United States,USA,United States of America,USA,Tennessee,US,35.06998985,-85.25000086,257589,155554
8,Battle Creek,United States,USA,United States of America,USA,Michigan,US,42.32109764,-85.17974675,70820,54088
7,Fort Wayne,United States,USA,United States of America,USA,Indiana,US,41.08039817,-85.12998234,299871,229715
8,Cañas,Costa Rica,CRI,Costa Rica,CRI,Guanacaste,CR,10.42999514,-85.10001001,20306,10424
8,La Grange,United States,USA,United States of America,USA,Georgia,US,33.03647056,-85.03187464,31776,25998
7,Apalachicola,United States,USA,United States of America,USA,Florida,US,29.72561322,-84.99252303,2284,1984
7,Columbus,United States,USA,United States of America,USA,Georgia,US,32.47043276,-84.98001734,217980,186470
8,Dalton,United States,USA,United States of America,USA,Georgia,US,34.76972394,-84.97030217,58557,31598
7,Petoskey,United States,USA,United States of America,USA,Michigan,US,45.37375368,-84.95518681,12667,6181
8,Richmond,United States,USA,United States of America,USA,Indiana,US,39.82889833,-84.89028121,44400,37631
6,Frankfort,United States,USA,United States of America,USA,Kentucky,US,38.2008065,-84.87335718,36688,27741
7,Puntarenas,Costa Rica,CRI,Costa Rica,CRI,Puntarenas,CR,9.970164098,-84.83358954,57102,35650
9,San Carlos,Nicaragua,NIC,Nicaragua,NIC,Nicaragua,NI,11.1999961,-84.83329749,13451,13451
7,Wawa,Canada,CAN,Canada,CAN,Ontario,CA,48.00041506,-84.78333683,2174,2174
6,Lansing,United States,USA,United States of America,USA,Michigan,US,42.73352724,-84.54673629,279952,117691
8,Marietta,United States,USA,United States of America,USA,Georgia,US,33.95561342,-84.54324813,61360,61360
7,Covington,United States,USA,United States of America,USA,Kentucky,US,39.0840084,-84.50859908,585489,40640
6,Lexington,United States,USA,United States of America,USA,Kentucky,US,38.05001467,-84.50002079,264578,225366
7,Brus Laguna,Honduras,HND,Honduras,HND,Gracias a Dios,HN,15.75041974,-84.47999618,4067,4067
3,Cincinnati,United States,USA,United States of America,USA,Ohio,US,39.16188479,-84.45692265,1636000,306382
7,Quesada,Costa Rica,CRI,Costa Rica,CRI,Alajuela,CR,10.33049217,-84.43997278,31106,27310
1,Atlanta,United States,USA,United States of America,USA,Georgia,US,33.83001385,-84.39994938,4506000,422908
4,Sault Ste. Marie,United States,USA,United States of America,USA,Michigan,US,46.49526145,-84.34527572,83805,16542
4,Tallahassee,United States,USA,United States of America,USA,Florida,US,30.44998761,-84.28003422,221222,153583
7,Oak Ridge,United States,USA,United States of America,USA,Tennessee,US,36.01065594,-84.26972477,33556,27387
8,Alajuela,Costa Rica,CRI,Costa Rica,CRI,Alajuela,CR,10.02002016,-84.23003727,387743,47494
6,Dayton,United States,USA,United States of America,USA,Ohio,US,39.750376,-84.19998743,773000,159134
7,Albany,United States,USA,United States of America,USA,Georgia,US,31.57873008,-84.15582992,88766,75794
9,Heredia,Costa Rica,CRI,Costa Rica,CRI,Heredia,CR,9.991997986,-84.12000251,21947,21947
7,Lima,United States,USA,United States of America,USA,Ohio,US,40.74287355,-84.10526453,68364,39906
3,San José,Costa Rica,CRI,Costa Rica,CRI,San José,CR,9.93501243,-84.08405135,1284000,1724
8,London,United States,USA,United States of America,USA,Kentucky,US,37.12888226,-84.08335372,7844,7844
6,Saginaw,United States,USA,United States of America,USA,Michigan,US,43.4194802,-83.95082951,121379,57536
8,Cartago,Costa Rica,CRI,Costa Rica,CRI,Cartago,CR,9.86997764,-83.92997807,196946,26594
4,Knoxville,United States,USA,United States of America,USA,Tennessee,US,35.97001243,-83.92003036,655400,178874
8,Bay City,United States,USA,United States of America,USA,Michigan,US,43.5944566,-83.88889531,68549,34568
8,Springfield,United States,USA,United States of America,USA,Ohio,US,39.92000388,-83.799986,84576,64325
7,Puerto Lempira,Honduras,HND,Honduras,HND,Gracias a Dios,HN,15.26202578,-83.77164148,4856,4664
6,Bluefields,Nicaragua,NIC,Nicaragua,NIC,Atlántico Sur,NI,11.99997683,-83.76494938,44373,35693
7,Ann Arbor,United States,USA,United States of America,USA,Michigan,US,42.30037539,-83.71999089,265976,113810
7,San Juan de Nicaragua,Nicaragua,NIC,Nicaragua,NIC,Nicaragua,NI,10.92040448,-83.69999211,1000,726
6,Pinar del Rio,Cuba,CUB,Cuba,CUB,Pinar del Río,CU,22.41750633,-83.69808008,186990,159618
7,Flint,United States,USA,United States of America,USA,Michigan,US,43.0128642,-83.68753809,295212,117258
7,Hearst,Canada,CAN,Canada,CAN,Ontario,CA,49.70049217,-83.66658329,5043,4746
8,Bowling Green,United States,USA,United States of America,USA,Ohio,US,41.37474713,-83.65139042,37080,29215
7,Macon,United States,USA,United States of America,USA,Georgia,US,32.85038373,-83.63004806,115592,94273
6,Toledo,United States,USA,United States of America,USA,Ohio,US,41.67002626,-83.57997359,469924,306974
8,Thessalon,Canada,CAN,Canada,CAN,Ontario,CA,46.24997927,-83.55000126,1464,1369
7,Ciudad Cortés,Costa Rica,CRI,Costa Rica,CRI,Puntarenas,CR,8.960369079,-83.53000248,3850,3181
8,Alpena,United States,USA,United States of America,USA,Michigan,US,45.06160219,-83.43269576,18330,10718
7,Chapleau,Canada,CAN,Canada,CAN,Ontario,CA,47.83370689,-83.40001042,2663,2663
6,Puerto Cabezas,Nicaragua,NIC,Nicaragua,NIC,Atlántico Norte,NI,14.03334108,-83.38337061,43001,33635
7,Athens,United States,USA,United States of America,USA,Georgia,US,33.96129783,-83.3780221,110301,45734
7,Pontiac,United States,USA,United States of America,USA,Michigan,US,42.65185264,-83.29022384,67994,67994
7,Valdosta,United States,USA,United States of America,USA,Georgia,US,30.8328583,-83.27859664,61179,45661
7,Coral Harbour,Canada,CAN,Canada,CAN,Nunavut,CA,64.15377016,-83.17658736,834,834
8,Golfito,Costa Rica,CRI,Costa Rica,CRI,Puntarenas,CR,8.650026264,-83.149974,6777,6777
2,Detroit,United States,USA,United States of America,USA,Michigan,US,42.32996014,-83.08005579,4101000,951270
4,Puerto Limon,Costa Rica,CRI,Costa Rica,CRI,Limón,CR,10.00002138,-83.03334029,85001,63081
6,Windsor,Canada,CAN,Canada,CAN,Ontario,CA,42.33329327,-83.03334029,319246,210891
6,Columbus,United States,USA,United States of America,USA,Ohio,US,39.97997438,-82.9900096,1270000,736836
7,Dublin,United States,USA,United States of America,USA,Georgia,US,32.53745709,-82.91828272,22623,15894
6,Puerto Armuelles,Panama,PAN,Panama,PAN,Chiriquí,PA,8.280023009,-82.87001693,27147,18795
7,Douglas,United States,USA,United States of America,USA,Georgia,US,31.50777834,-82.85068994,13441,10877
7,Nueva Gerona,Cuba,CUB,Cuba,CUB,Isla de la Juventud,CU,21.88371462,-82.79999536,25566,20264
7,Artemisa,Cuba,CUB,Cuba,CUB,La Habana,CU,22.81339947,-82.76188399,68073,23976
6,St. Petersburg,United States,USA,United States of America,USA,Florida,US,27.77053876,-82.67938257,800313,246316
7,Anderson,United States,USA,United States of America,USA,South Carolina,US,34.50374534,-82.6502629,61558,25393
8,Lake City,United States,USA,United States of America,USA,Florida,US,30.18971926,-82.63974675,29395,10924
7,Sixaola,Costa Rica,CRI,Costa Rica,CRI,Limón,CR,9.520386575,-82.61998051,1823,477
8,Lancaster,United States,USA,United States of America,USA,Ohio,US,39.71921511,-82.6053044,48829,35883
8,Kingsport,United States,USA,United States of America,USA,Tennessee,US,36.54832338,-82.56194788,57467,43952
7,Asheville,United States,USA,United States of America,USA,North Carolina,US,35.60119773,-82.55414474,142755,68795
8,Spring Hill,United States,USA,United States of America,USA,Florida,US,28.47894513,-82.54771102,114697,69078
6,Sarasota,United States,USA,United States of America,USA,Florida,US,27.33612083,-82.53078699,589959,52488
8,Mansfield,United States,USA,United States of America,USA,Ohio,US,40.75832481,-82.51554244,77768,50310
8,San Antonio de los Baños,Cuba,CUB,Cuba,CUB,La Habana,CU,22.89112083,-82.4990835,42724,32628
2,Tampa,United States,USA,United States of America,USA,Florida,US,27.94698793,-82.45862085,2314000,324465
7,Huntington,United States,USA,United States of America,USA,West Virginia,US,38.41957867,-82.44528833,85396,48518
4,David,Panama,PAN,Panama,PAN,Chiriquí,PA,8.433321146,-82.43332524,110037,82859
8,Kapuskasing,Canada,CAN,Canada,CAN,Ontario,CA,49.4166852,-82.43332524,9240,8224
6,Attawapiskat,Canada,CAN,Canada,CAN,Ontario,CA,52.91662661,-82.43332524,1802,1802
8,Almirante,Panama,PAN,Panama,PAN,Bocas del Toro,PA,9.30001243,-82.3999681,8114,6771
8,Sarnia,Canada,CAN,Canada,CAN,Ontario,CA,42.96663963,-82.3999681,144172,82998
7,Greenville,United States,USA,United States of America,USA,South Carolina,US,34.85292299,-82.3941545,350954,55559
2,Havana,Cuba,CUB,Cuba,CUB,Ciudad de la Habana,CU,23.13195884,-82.36418217,2174000,1990917
8,Waycross,United States,USA,United States of America,USA,Georgia,US,31.21381695,-82.35490625,19824,15067
8,Johnson City,United States,USA,United States of America,USA,Tennessee,US,36.31332481,-82.35361434,77538,58603
6,Gainesville,United States,USA,United States of America,USA,Florida,US,29.65138002,-82.32503727,191097,125684
8,Bocas del Toro,Panama,PAN,Panama,PAN,Bocas del Toro,PA,9.335350084,-82.2474707,9883,3085
7,Bristol,United States,USA,United States of America,USA,Virginia,US,36.61152366,-82.17600244,37443,25110
7,Ocala,United States,USA,United States of America,USA,Florida,US,29.1873515,-82.14026819,141382,49558
8,Port Charlotte,United States,USA,United States of America,USA,Florida,US,27.00004315,-82.10569666,64279,49333
8,Güines,Cuba,CUB,Cuba,CUB,La Habana,CU,22.8361371,-82.02802698,68935,45955
8,Zanesville,United States,USA,United States of America,USA,Ohio,US,39.94028688,-82.01332503,40052,24976
6,Augusta,United States,USA,United States of America,USA,Georgia,US,33.46081158,-81.98498051,262332,43459
7,Cape Coral,United States,USA,United States of America,USA,Florida,US,26.60290977,-81.97968368,132489,102286
7,Little Current,Canada,CAN,Canada,CAN,Ontario,CA,45.96702496,-81.93332992,1595,1595
8,Spartanburg,United States,USA,United States of America,USA,South Carolina,US,34.94942873,-81.93227055,124126,37992
8,Leesburg,United States,USA,United States of America,USA,Florida,US,28.81050112,-81.88333297,49574,18284
6,Ft. Myers,United States,USA,United States of America,USA,Florida,US,26.64029767,-81.86049199,188606,53015
7,Naples,United States,USA,United States of America,USA,Florida,US,26.14205935,-81.79499211,262306,21498
4,Igloolik,Canada,CAN,Canada,CAN,Nunavut,CA,69.25653506,-81.79359213,1612,1612
6,Key West,United States,USA,United States of America,USA,Florida,US,24.55523114,-81.78274479,29377,24646
8,Winter Haven,United States,USA,United States of America,USA,Florida,US,28.02191876,-81.73300623,108932,27938
7,Aiken,United States,USA,United States of America,USA,South Carolina,US,33.5494625,-81.72060388,46196,27237
3,Cleveland,United States,USA,United States of America,USA,Ohio,US,41.4699868,-81.69499821,1890000,449514
9,San Andrés,Colombia,COL,Colombia,COL,,CO,12.56213711,-81.69032658,58257,58257
4,Jacksonville,United States,USA,United States of America,USA,Florida,US,30.33002077,-81.66998682,988000,821907
8,Palatka,United States,USA,United States of America,USA,Florida,US,29.64768516,-81.65130579,21452,10737
4,Charleston,United States,USA,United States of America,USA,West Virginia,US,38.34973798,-81.63272811,123799,50427
7,Matanzas,Cuba,CUB,Cuba,CUB,Matanzas,CU,23.04152508,-81.577486,146733,123873
8,Parkersburg,United States,USA,United States of America,USA,West Virginia,US,39.26665875,-81.56164718,61935,31564
7,Akron,United States,USA,United States of America,USA,Ohio,US,41.07039878,-81.51999597,703200,199110
6,Brunswick,United States,USA,United States of America,USA,Georgia,US,31.1496865,-81.49165145,47085,16486
7,Kissimmee,United States,USA,United States of America,USA,Florida,US,28.29205731,-81.4077806,225494,63685
4,Orlando,United States,USA,United States of America,USA,Florida,US,28.50997683,-81.38003036,1350000,207970
6,Canton,United States,USA,United States of America,USA,Ohio,US,40.79886497,-81.37863509,258660,78160
7,Hickory,United States,USA,United States of America,USA,North Carolina,US,35.7334894,-81.34140222,89462,40334
4,Timmins,Canada,CAN,Canada,CAN,Ontario,CA,48.46658815,-81.33331486,34974,32901
7,George Town,United Kingdom,GBR,Cayman Islands,CYM,,KY,19.28043683,-81.32998173,4268,1273
7,St. Augustine,United States,USA,United States of America,USA,Florida,US,29.89487937,-81.31471135,76331,12097
8,Sanford,United States,USA,United States of America,USA,Florida,US,28.78995974,-81.27998478,333460,45289
8,London,Canada,CAN,Canada,CAN,Ontario,CA,42.9699986,-81.24998661,346765,335035
8,Hall Beach,Canada,CAN,Canada,CAN,Nunavut,CA,68.76746684,-81.23608303,654,654
8,Palm Coast,United States,USA,United States of America,USA,Florida,US,29.53800193,-81.22329574,48577,41483
7,Beckley,United States,USA,United States of America,USA,West Virginia,US,37.78018618,-81.18301396,37836,16880
7,Wiarton,Canada,CAN,Canada,CAN,Ontario,CA,44.73368939,-81.13330123,2182,2182
4,Savannah,United States,USA,United States of America,USA,Georgia,US,32.02110618,-81.10999516,180187,131510
7,Rock Hill,United States,USA,United States of America,USA,South Carolina,US,34.94038535,-81.03000004,94564,59766
6,Daytona Beach,United States,USA,United States of America,USA,Florida,US,29.21055422,-81.0230754,216890,64661
7,Cochrane,Canada,CAN,Canada,CAN,Ontario,CA,49.06701662,-81.01656417,4441,4441
7,Santiago,Panama,PAN,Panama,PAN,Veraguas,PA,8.100369892,-80.98333622,45955,45355
6,Sudbury,Canada,CAN,Canada,CAN,Ontario,CA,46.49998985,-80.96664474,157857,80507
7,Colón,Cuba,CUB,Cuba,CUB,Matanzas,CU,22.71958091,-80.90579574,63882,17472
4,Columbia,United States,USA,United States of America,USA,South Carolina,US,34.0399752,-80.89998214,398093,116278
8,Orangeburg,United States,USA,United States of America,USA,South Carolina,US,33.49680422,-80.86223251,35472,12913
8,Owen Sound,Canada,CAN,Canada,CAN,Ontario,CA,44.56664532,-80.84998519,22625,22625
6,Charlotte,United States,USA,United States of America,USA,North Carolina,US,35.20499453,-80.83003809,995000,892149
7,Titusville,United States,USA,United States of America,USA,Florida,US,28.61234784,-80.80779138,52311,42700
7,Wheeling,United States,USA,United States of America,USA,West Virginia,US,40.06431032,-80.72107833,52492,29388
7,Beaufort,United States,USA,United States of America,USA,South Carolina,US,32.43216636,-80.68950403,31626,12256
6,Moosonee,Canada,CAN,Canada,CAN,Ontario,CA,51.28060244,-80.65798141,1725,1725
6,Youngstown,United States,USA,United States of America,USA,Ohio,US,41.09969932,-80.64973902,311990,77540
8,Melbourne,United States,USA,United States of America,USA,Florida,US,28.08331036,-80.60832035,265414,76326
8,Kitchener,Canada,CAN,Canada,CAN,Ontario,CA,43.44999514,-80.50000655,417001,409112
8,Homestead,United States,USA,United States of America,USA,Florida,US,25.46830202,-80.47778569,85967,35379
8,Salisbury,United States,USA,United States of America,USA,North Carolina,US,35.67078005,-80.4744784,41352,26462
7,Cienfuegos,Cuba,CUB,Cuba,CUB,Cienfuegos,CU,22.14444806,-80.44029444,186644,106455
8,Chitré,Panama,PAN,Panama,PAN,Herrera,PA,7.970016092,-80.42003727,44082,43966
8,Blacksburg,United States,USA,United States of America,USA,Virginia,US,37.22941876,-80.41419784,67508,40183
7,Vero Beach,United States,USA,United States of America,USA,Florida,US,27.64225201,-80.39112431,86039,17262
8,Penonome,Panama,PAN,Panama,PAN,Coclé,PA,8.509983133,-80.35998926,28766,12394
7,Sumter,United States,USA,United States of America,USA,South Carolina,US,33.92065432,-80.34172164,50868,3156
8,Clarksburg,United States,USA,United States of America,USA,West Virginia,US,39.28327272,-80.33691573,28773,16232
7,Fort Pierce,United States,USA,United States of America,USA,Florida,US,27.44678591,-80.3258053,228245,37723
8,Beaver Falls,United States,USA,United States of America,USA,Pennsylvania,US,40.75194277,-80.31942326,120125,9504
8,White Sulphur Springs,United States,USA,United States of America,USA,West Virginia,US,37.79388043,-80.30348108,2407,1901
7,Coral Gables,United States,USA,United States of America,USA,Florida,US,25.71541872,-80.29107874,150000,47401
7,Las Tablas,Panama,PAN,Panama,PAN,Los Santos,PA,7.760390644,-80.28001998,11358,8570
8,Coral Springs,United States,USA,United States of America,USA,Florida,US,26.27083701,-80.27082158,250000,121096
7,Winston-Salem,United States,USA,United States of America,USA,North Carolina,US,36.10543052,-80.25999536,281683,193300
1,Miami,United States,USA,United States of America,USA,Florida,US,25.7876107,-80.22410608,5585000,382894
7,Fort Lauderdale,United States,USA,United States of America,USA,Florida,US,26.13606488,-80.14178552,2042042,165521
8,Miami Beach,United States,USA,United States of America,USA,Florida,US,25.80991953,-80.13178111,407750,89326
6,West Palm Beach,United States,USA,United States of America,USA,Florida,US,26.74501996,-80.12362126,1250000,101043
7,Erie,United States,USA,United States of America,USA,Pennsylvania,US,42.12992067,-80.08499313,178182,99801
7,Orangeville,Canada,CAN,Canada,CAN,Ontario,CA,43.91707257,-80.08333948,32640,28984
7,Sagua la Grande,Cuba,CUB,Cuba,CUB,Villa Clara,CU,22.80903282,-80.07109216,62073,19432
